gauge_id,num_dams,res_store_sum,n_dams,first_dam_year,last_dam_year,total_storage,reservoir_index,irrigation_frac,hydroelec_frac,drinking_frac,flood_frac,overflow_frac,navigation_frac,tailing_frac,pop_density_2000,pop_density_2005,pop_density_2010,pop_density_2015,pop_density_2020,urban_frac_1985,urban_frac_1995,urban_frac_2005,crops_frac_1985,crops_frac_1995,crops_frac_2005
3048,9,0.0,21,1910.0,2002.0,2557026000.0,0.804268499,0.875,0.0,0.0,0.125,0.0,0.0,0.0,137.5692441,149.5004961,163.8468582,174.5393181,188.4434726,0.000520825,0.000520825,0.000524384,0.50525037,0.425225978,0.374978793
3055,350,0.0,685,1904.0,2016.0,18451821187.0,3.299824431,0.941448382,0.024653313,0.0,0.003081664,0.003081664,0.0,0.0,263.4801236,285.4695457,309.4949362,335.7767207,364.2452316,0.005060637,0.007487469,0.008407433,0.780369805,0.794331439,0.823671861
3056,13,0.0,19,1970.0,2013.0,178508000.0,0.545321669,0.95,0.0,0.0,0.0,0.0,0.0,0.0,196.1693127,212.9765589,228.2852367,244.7155115,262.4183615,0.003352766,0.003352766,0.003384697,0.826518324,0.824584211,0.836558375
3057,12,0.0,18,1966.0,2013.0,9388576000.0,,0.75,0.166666667,0.0,0.041666667,0.0,0.0,0.0,107.5497882,116.622201,126.779213,137.1785581,147.8130835,0.003863155,0.004556884,0.004883148,0.425600864,0.44183627,0.46327235
3064,30,0.0,33,1870.0,2009.0,572800000.0,0.651846296,1.0,0.0,0.0,0.0,0.0,0.0,0.0,259.4818054,277.4069605,304.2184633,304.6986659,317.1076508,0.011692937,0.013148833,0.013100884,0.67002162,0.662310603,0.683643401
3068,7,0.0,9,1981.0,2004.0,9280365000.0,4.406366982,0.6,0.266666667,0.0,0.066666667,0.0,0.0,0.0,129.3517451,141.5059892,151.6409927,163.8179565,178.1185497,0.004787459,0.006693704,0.00719894,0.45119823,0.487698169,0.482367239
3069,24,0.0,31,1926.0,2010.0,668451180.0,1.378559773,0.882352941,0.088235294,0.0,0.0,0.0,0.0,0.0,234.6201519,249.3272238,265.9022575,284.0077196,297.3760676,0.001831291,0.003683835,0.003864484,0.657171346,0.711894005,0.713493285
3071,15,0.0,25,1966.0,2013.0,9473439000.0,0.20312634,0.806451613,0.129032258,0.0,0.032258065,0.0,0.0,0.0,83.96544955,90.95862081,98.8287318,106.5153199,114.7572736,0.002456347,0.002884263,0.003084231,0.333191465,0.343722261,0.357951824
3072,88,0.0,147,1903.0,2013.0,8873871100.0,0.792831159,0.922077922,0.012987013,0.006493506,0.032467532,0.006493506,0.0,0.0,241.1447479,255.7261003,270.0561482,290.1192281,309.2551382,0.008550251,0.009023489,0.00918105,0.537717084,0.519995787,0.517768259
3073,702,0.0,1246,1800.0,2016.0,46647080665.0,0.735450851,0.939294504,0.020508614,0.000820345,0.007383101,0.002461034,0.0,0.000820345,210.0474983,224.8625571,240.8843648,258.1330272,276.5416346,0.005068248,0.007435712,0.008057186,0.620170218,0.624909289,0.649274569
3074,106,0.0,163,1800.0,2013.0,3930170200.0,0.972673191,0.950310559,0.00621118,0.0,0.0,0.0,0.0,0.0,199.0794392,214.5412231,232.3515214,248.5096569,266.4827532,0.003254807,0.003254807,0.003256837,0.761827339,0.759579006,0.785137056
3075,714,0.0,1276,1781.0,2016.0,53752544621.0,0.66786198,0.93460925,0.023923445,0.000797448,0.007177033,0.002392344,0.0,0.000797448,193.9670972,207.5590745,222.2733758,238.0538365,255.0363527,0.004978548,0.007215293,0.007746162,0.577688124,0.582256949,0.60570202
3076,1,0.0,2,1977.0,1985.0,3686000000.0,1.433980886,0.5,0.25,0.0,0.0,0.0,0.0,0.0,127.5983954,144.5303387,159.2493789,173.8998812,185.9598119,0.026426917,0.026426917,0.019096513,0.644641398,0.644641398,0.621679608
3079,80,0.0,135,1935.0,2015.0,3269361590.0,5.14144087,0.964285714,0.017857143,0.0,0.0,0.0,0.0,0.0,219.664336,245.0104949,267.6658068,301.6897832,333.9417095,0.002342792,0.003429489,0.003721619,0.876956455,0.878250264,0.902567994
3081,10,0.0,22,1917.0,2009.0,1391141000.0,0.482186524,0.952380952,0.0,0.0,0.047619048,0.0,0.0,0.0,206.9526533,217.3959038,227.4023752,243.1754937,258.9495648,0.002754117,0.002754117,0.003272713,0.41469739,0.415369713,0.424535903
3082,5,0.0,5,1912.0,1975.0,312903000.0,0.451075572,1.0,0.0,0.0,0.0,0.0,0.0,0.0,138.3364618,142.9980835,143.3040745,151.0987308,158.8734647,0.001706844,0.001706844,0.00169104,0.456375379,0.456375379,0.470035401
3083,0,0.0,5,1979.0,1994.0,28429000.0,0.036149481,0.833333333,0.0,0.0,0.166666667,0.0,0.0,0.0,172.3157843,182.7555037,197.0752672,207.3182461,219.511872,0.001459211,0.002093651,0.002434663,0.527691313,0.552275854,0.488486901
3085,44,0.0,96,1965.0,2016.0,748180607.0,1.823546105,0.988372093,0.0,0.0,0.0,0.0,0.0,0.0,238.5077358,257.4595045,282.5976842,302.8269498,328.2617656,0.003501497,0.005666448,0.005684943,0.957590713,0.957360006,0.957452484
3087,214,0.0,319,1800.0,2016.0,6734267178.0,0.722860188,0.946708464,0.006269592,0.0,0.003134796,0.0,0.0,0.003134796,199.1780533,211.6454381,225.9280223,237.1408278,250.5186315,0.004763424,0.009875732,0.010518041,0.732161439,0.72658974,0.756848573
3089,4,0.0,11,1907.0,2009.0,377527000.0,0.538943452,1.0,0.0,0.0,0.0,0.0,0.0,0.0,198.9622126,207.5732564,218.0448843,223.7619709,233.3303206,0.002635809,0.002635809,0.002658289,0.413479155,0.413479155,0.426045612
3091,0,0.0,3,1940.0,1974.0,31012420.0,,0.666666667,0.0,0.0,0.0,0.0,0.0,0.0,212.7675902,222.5911925,239.0425261,242.0382918,252.1835551,0.006711937,0.02307115,0.023046941,0.389473939,0.378864357,0.370893553
3092,3,0.0,4,1781.0,1988.0,1221315000.0,0.236110748,0.666666667,0.166666667,0.0,0.0,0.0,0.0,0.0,146.6329625,158.3784311,170.5154742,183.6810306,202.1844582,0.00909164,0.011391037,0.011181109,0.481346834,0.469885168,0.478637392
3094,30,0.0,49,1965.0,2003.0,1557837000.0,0.753039849,0.905660377,0.018867925,0.0,0.018867925,0.018867925,0.0,0.0,194.3085588,204.9863065,217.7019655,233.6653702,248.0272144,0.004445725,0.005193521,0.005247063,0.587321205,0.592248804,0.590849587
3098,10,0.0,28,1891.0,2012.0,1008739000.0,0.844982122,1.0,0.0,0.0,0.0,0.0,0.0,0.0,341.463748,356.1586735,371.7987185,388.3655707,405.4660607,0.00767339,0.011851915,0.014005754,0.741762822,0.754490194,0.788383963
3099,1,0.0,2,1982.0,2013.0,72901000.0,0.102420707,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.53447762,82.63524218,85.98716689,98.20093994,109.0418408,0.000905479,0.000905479,0.000939265,0.396998405,0.410952239,0.43333919
3103,327,0.0,504,1800.0,2016.0,17697042278.0,0.556655578,0.941060904,0.009823183,0.001964637,0.011787819,0.001964637,0.0,0.001964637,195.842131,207.4631563,219.6771147,232.7697566,246.3487972,0.005378823,0.007827174,0.00816058,0.581338874,0.574505523,0.594982954
3105,2,0.0,2,,,2171000.0,0.001371913,1.0,0.0,0.0,0.0,0.0,0.0,0.0,97.73632486,105.9889097,111.8772299,123.2613705,128.5600044,0.005255259,0.005255259,0.005308666,0.579322905,0.579322905,0.583259008
3107,0,0.0,0,,,0.0,0.0,,,,,,,,70.91585879,74.21789777,79.22798474,83.86827204,89.25656151,0.0,0.0,0.0,0.214817125,0.214612986,0.226657216
3109,235,0.0,430,1904.0,2015.0,9860869317.0,2.925638825,0.943877551,0.030612245,0.0,0.0,0.00255102,0.0,0.0,273.3085047,299.680414,328.3596577,361.5125462,396.915465,0.004209293,0.006930528,0.00782547,0.818892284,0.843079175,0.866995108
3110,21,0.0,43,1935.0,2010.0,544667000.0,2.042556347,0.961538462,0.0,0.0,0.0,0.0,0.0,0.0,261.430445,295.0610494,323.0016184,372.8686188,414.7035886,0.004025458,0.005908046,0.006610451,0.893043695,0.898591625,0.909812276
4003,65,0.0,82,1872.0,2013.0,4665616125.0,0.573835699,0.879518072,0.108433735,0.0,0.0,0.0,0.0,0.0,340.1574695,354.125735,368.6783675,384.2586437,400.213022,0.003128296,0.008381805,0.00855475,0.661840023,0.675301588,0.674185891
4004,57,2793939.716,62,1888.0,2014.0,8972450545.0,1.725281159,0.8,0.04,0.013333333,0.026666667,0.0,0.026666667,0.0,215.4453138,227.1872522,239.6495939,252.7493895,266.848534,0.002043098,0.003474084,0.007481203,0.706967998,0.701064938,0.71036449
4005,2,0.0,2,1928.0,1985.0,4459000.0,0.010850257,1.0,0.0,0.0,0.0,0.0,0.0,0.0,260.8680581,274.636387,295.5524333,311.9290019,332.496217,0.000760758,0.001576987,0.002032649,0.800206039,0.83986449,0.814810999
4006,15,2034.26,14,1965.0,2004.0,1586538714.0,1.656625344,0.608695652,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,285.1414279,301.7351856,315.9353832,336.2679743,356.6599053,0.002884601,0.005100916,0.00802741,0.867332293,0.837125772,0.853157651
4007,2,621.0,11,1898.0,1963.0,502355200.0,0.528994072,0.833333333,0.0,0.0,0.0,0.0,0.0,0.0,742.3164312,806.6607324,880.6155403,974.2904108,1083.626206,0.049589384,0.05112671,0.105376667,0.654208431,0.616235582,0.59737771
4012,0,0.0,4,,,10436000.0,0.053082887,1.0,0.0,0.0,0.0,0.0,0.0,0.0,161.8819115,172.2324232,184.4305031,189.5152265,197.9220289,0.000739672,0.000739672,0.001028844,0.684272686,0.657197039,0.68377044
4013,15,0.0,17,1908.0,2005.0,2495028616.0,0.167020724,0.761904762,0.095238095,0.0,0.0,0.0,0.0,0.0,249.5260965,257.738111,264.4928749,275.9953539,286.7790513,0.002758592,0.006466063,0.01036182,0.531132194,0.529496545,0.524915373
4015,3,0.0,3,1965.0,1994.0,2309344352.0,1.226048456,0.4,0.2,0.0,0.0,0.0,0.0,0.0,194.1705402,189.4921272,185.8391691,186.9840767,191.785129,0.004667845,0.008018083,0.008727342,0.22553562,0.21638157,0.215147575
4016,7,0.0,7,1928.0,2005.0,2417244116.0,,0.545454545,0.181818182,0.0,0.0,0.0,0.0,0.0,208.4869728,210.1681018,212.1729771,217.0366736,222.3321695,0.004137716,0.008706777,0.012242741,0.315419649,0.299759432,0.298401494
4017,183,0.0,219,1872.0,2014.0,15195833498.0,1.102741508,0.855932203,0.080508475,0.004237288,0.004237288,0.004237288,0.004237288,0.004237288,305.1345185,323.1638324,341.6025992,360.7729295,381.0723768,0.002880186,0.006745488,0.007946389,0.776739285,0.772485753,0.772938353
4018,1,0.0,8,1966.0,1989.0,75781100.0,0.403206027,1.0,0.0,0.0,0.0,0.0,0.0,0.0,172.4354973,206.30535,248.4555345,291.5194234,350.572138,0.004679618,0.004921047,0.006564821,0.797646322,0.789494231,0.788122708
4019,455,1516.0,611,1871.0,2014.0,30653582241.0,1.241956153,0.899529042,0.054945055,0.001569859,0.003139717,0.001569859,0.001569859,0.001569859,278.0948582,300.1613428,324.11937,350.7075464,379.8929532,0.003485998,0.008037444,0.009181506,0.787641269,0.795497911,0.795315883
4021,22,0.0,27,1964.0,2011.0,4421214242.0,1.033288282,0.709677419,0.258064516,0.0,0.0,0.0,0.0,0.0,293.9143203,305.064271,313.5753692,321.7139589,331.1347922,0.002353087,0.007142844,0.007393598,0.528930245,0.575365092,0.574205811
4022,1,1.67,8,1902.0,1968.0,206477200.0,0.118166201,1.0,0.0,0.0,0.0,0.0,0.0,0.0,271.6094706,282.8650805,293.2218621,306.2394324,318.5554297,0.004062229,0.007828401,0.00871562,0.741106699,0.743206608,0.737183009
4023,4,0.0,4,1940.0,1940.0,54201000.0,0.531662127,1.0,0.0,0.0,0.0,0.0,0.0,0.0,208.3540714,213.1708224,218.0346893,216.6597389,216.58728,0.001075615,0.001367071,0.003296238,0.45838297,0.453879267,0.493431812
4024,8,0.0,9,1952.0,2010.0,39112000.0,0.74511178,1.0,0.0,0.0,0.0,0.0,0.0,0.0,129.2338149,136.2949186,148.2929523,154.6345725,156.0301427,0.0,0.0,0.0,0.913685915,0.903360079,0.904450884
4025,3,0.0,5,1908.0,1984.0,65375000.0,0.158545872,1.0,0.0,0.0,0.0,0.0,0.0,0.0,192.6286175,201.063821,214.9734755,219.388076,228.0227942,0.000447287,0.001774721,0.004535398,0.620050981,0.627284533,0.630963832
4026,86,0.0,108,1872.0,2014.0,6256720125.0,0.573529483,0.867256637,0.10619469,0.0,0.0,0.0,0.0,0.0,410.2878181,426.7490616,445.7304649,463.7856114,484.7883542,0.005677921,0.012805413,0.012955547,0.650545143,0.659837933,0.65878311
4028,1,0.0,3,1930.0,1968.0,78140000.0,0.179472921,1.0,0.0,0.0,0.0,0.0,0.0,0.0,279.3878978,279.8550686,291.9706894,299.1520842,307.6874827,0.001995818,0.004751948,0.004710369,0.793771384,0.798398593,0.800839907
4030,14,0.0,27,1966.0,2002.0,869712933.0,0.750239343,0.964285714,0.0,0.0,0.035714286,0.0,0.0,0.0,179.571946,196.5086259,225.6470503,247.1012871,276.1536452,0.002841754,0.004755685,0.005169637,0.858515389,0.862688211,0.859722748
4031,57,0.0,59,1888.0,2005.0,8822265545.0,1.470753419,0.805555556,0.041666667,0.013888889,0.027777778,0.0,0.027777778,0.0,215.038502,226.5683177,238.7707032,251.6579546,265.5431096,0.002028322,0.003431398,0.007525534,0.708381147,0.700206551,0.707348855
4032,1,0.0,1,1964.0,1964.0,23040000.0,0.006038014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,240.6397056,252.8068127,264.8756066,276.9945669,289.6404924,0.002941053,0.005078957,0.019264087,0.787890435,0.782874583,0.777455244
4038,112,0.0,139,1879.0,2013.0,11199665517.0,3.497089699,0.841059603,0.099337748,0.0,0.0,0.0,0.0,0.0,380.656425,428.6459149,482.7619054,544.9268723,615.9620369,0.005588447,0.016000885,0.017727217,0.67100581,0.700616832,0.69691053
4039,0,0.0,0,,,0.0,0.0,,,,,,,,370.1354361,405.749231,418.4266333,445.3578648,463.2955135,0.004838507,0.007755132,0.015387934,0.967701435,0.904781527,0.941355233
4040,30,0.0,32,1888.0,2005.0,7454875545.0,1.451182104,0.756097561,0.073170732,0.024390244,0.024390244,0.0,0.024390244,0.0,229.9821294,242.0452993,254.3685395,268.8155319,283.855995,0.002420513,0.004714503,0.010113437,0.666224638,0.662541903,0.659604452
4041,0,0.0,2,1928.0,1928.0,76418000.0,0.234960512,1.0,0.0,0.0,0.0,0.0,0.0,0.0,241.8054701,250.8427986,262.2260912,269.4184609,279.6554171,0.00325132,0.004778516,0.005112088,0.875802783,0.856226539,0.86390271
4044,10,0.0,9,1916.0,2008.0,1274395000.0,0.860206637,0.5,0.5,0.0,0.0,0.0,0.0,0.0,322.8012383,379.7072508,433.3411998,492.7398751,566.2929371,0.005623515,0.015673072,0.016152061,0.583196699,0.579613493,0.5725438
4047,13,0.0,14,1923.0,2004.0,177028000.0,0.045155226,0.8125,0.125,0.0,0.0,0.0,0.0,0.0,359.2183665,396.2163,418.2040439,448.9902454,470.7665619,0.0,0.002809681,0.002809681,0.685030453,0.703911508,0.688626844
4048,11,0.0,13,1971.0,2012.0,124752034.0,0.039568551,0.928571429,0.071428571,0.0,0.0,0.0,0.0,0.0,311.1137295,335.6649256,338.711359,371.2638074,384.7527367,0.001070632,0.002480134,0.002499779,0.626427919,0.626413185,0.623952696
4049,32,0.0,41,1927.0,2013.0,1511154970.0,1.33087666,0.88372093,0.069767442,0.0,0.0,0.0,0.0,0.0,220.2513261,238.4983186,261.2999607,289.531261,317.7525044,0.001340255,0.002622427,0.00445348,0.6675108,0.699951356,0.696948488
4050,2,0.0,2,1979.0,2005.0,96969763.78,0.004437829,0.5,0.25,0.0,0.0,0.0,0.0,0.0,159.7418301,167.0043304,176.8173117,180.6377575,183.8570039,0.003802705,0.008463621,0.017081649,0.232492836,0.210297825,0.209234935
4051,7,0.0,8,1973.0,1995.0,41328000.0,1.929100515,1.0,0.0,0.0,0.0,0.0,0.0,0.0,114.6556894,125.8798896,131.292425,136.7294591,147.3497686,0.0,0.0,0.0,0.874170466,0.881082572,0.879313982
4054,167,0.0,202,1879.0,2013.0,11889960397.0,3.638496868,0.88372093,0.069767442,0.0,0.0,0.0,0.0,0.0,313.8084177,348.8542972,388.6040314,433.9659606,484.7591446,0.004060068,0.011364119,0.012767337,0.717466643,0.74065013,0.737911259
4055,0,0.0,0,,,0.0,0.0,,,,,,,,148.6621206,161.0293644,182.9548257,176.6906741,184.6048021,0.000444773,0.000909948,0.001089489,0.910294652,0.917149864,0.932786277
4056,21,0.0,25,1883.0,2014.0,1590533000.0,0.330523344,0.827586207,0.103448276,0.0,0.0,0.0,0.0,0.0,690.5473071,708.1626167,749.8769394,767.2994273,810.0789203,0.016807605,0.030193085,0.030237529,0.535334354,0.5287204,0.527847697
4057,25,0.0,24,1892.0,1987.0,1346770000.0,1.616815398,0.857142857,0.0,0.0,0.035714286,0.0,0.035714286,0.0,196.4253695,205.0551954,214.6467519,223.5703051,233.8097986,0.000996752,0.001424052,0.00456915,0.708782245,0.694963527,0.714454761
4060,525,0.0,738,1871.0,2014.0,59928633239.0,,0.893453145,0.051347882,0.002567394,0.005134788,0.001283697,0.003851091,0.001283697,274.1386279,293.6001697,314.6700506,338.3684912,364.6058013,0.005279418,0.00850247,0.012676183,0.739827148,0.739753027,0.74192413
4061,58,0.0,109,1871.0,2014.0,834025850.0,1.671938447,1.0,0.0,0.0,0.0,0.0,0.0,0.0,257.7837764,272.9850826,287.7510466,304.7747671,323.7751525,0.004351935,0.009073846,0.010224791,0.856362357,0.876596188,0.87823688
4062,524,0.0,726,1871.0,2014.0,59551514003.0,3.381367745,0.89178618,0.052151239,0.002607562,0.005215124,0.001303781,0.003911343,0.001303781,271.5236406,291.5140063,313.2876968,337.7875684,364.8574234,0.005292528,0.008426616,0.012821111,0.738485555,0.738497726,0.741235577
4063,5,0.0,9,1964.0,2010.0,3099912747.0,1.070068782,0.625,0.25,0.0,0.0,0.0,0.0,0.0,180.3576326,182.2080554,185.9969196,184.380698,192.6498368,0.000387561,0.002154838,0.002501059,0.354147935,0.372301285,0.370828553
4064,271,0.0,389,1871.0,2014.0,15119340993.0,2.69830295,0.927135678,0.037688442,0.0,0.002512563,0.0,0.0,0.0,262.7461874,288.3209186,316.9753733,350.041416,386.9086967,0.003907739,0.009207526,0.010322073,0.802554815,0.818212926,0.816609627
5001,4,7744.16,4,1970.0,2001.0,1199668000.0,1.147073213,0.363636364,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.0,274.2803429,278.202863,282.6413851,287.0314303,292.347155,0.003006252,0.004762952,0.00942563,0.261692371,0.150592187,0.227919766
5002,54,40938.844,58,1000.0,2009.0,6631262815.0,0.99061602,0.746478873,0.112676056,0.014084507,0.028169014,0.014084507,0.014084507,0.0,375.5772642,407.2534783,439.9581449,477.9565408,521.8844231,0.00539774,0.010592212,0.016786305,0.244642263,0.22748445,0.169364741
5004,0,0.0,2,1991.0,1992.0,24040000.0,0.191987536,1.0,0.0,0.0,0.0,0.0,0.0,0.0,810.3114797,873.2418963,945.2532528,1038.369664,1132.426413,0.035758221,0.06370243,0.117275689,0.248655899,0.459688351,0.344032987
5005,2,633.0,2,1977.0,1985.0,17947002.38,0.406032363,0.666666667,0.0,0.0,0.333333333,0.0,0.0,0.0,191.8983778,213.3843643,242.2283971,255.1637242,289.5898711,0.000181633,0.000419634,0.001390429,0.408310003,0.297971352,0.327289353
5007,2,0.0,2,1973.0,1983.0,223740000.0,0.321477372,1.0,0.0,0.0,0.0,0.0,0.0,0.0,202.7091887,209.7211679,217.2014495,234.6867399,245.9708034,0.001363803,0.003256843,0.006167646,0.207657652,0.203084501,0.012396358
5008,76,13987.292,89,1000.0,2009.0,11251063920.0,1.493850887,0.571428571,0.232142857,0.026785714,0.044642857,0.017857143,0.035714286,0.008928571,360.7167804,388.5778718,418.2754153,450.7387971,489.1455298,0.005442992,0.010453708,0.017022394,0.239468271,0.227986797,0.197508718
5010,2,0.0,2,1982.0,1985.0,245787000.0,0.09335188,0.666666667,0.333333333,0.0,0.0,0.0,0.0,0.0,213.6553886,203.9038806,211.5223729,203.1363523,206.8455109,0.003805335,0.006790359,0.012036937,0.167867702,0.034589816,0.063739369
5012,83,5096.62,101,1000.0,2009.0,11526717920.0,1.563889031,0.598425197,0.212598425,0.023622047,0.05511811,0.015748031,0.031496063,0.007874016,388.945671,419.720271,452.1282117,489.3663725,531.6237341,0.008504653,0.014237274,0.023265975,0.273724606,0.277584648,0.259823964
5013,2,0.0,5,1991.0,2005.0,913040000.0,0.377788741,0.333333333,0.666666667,0.0,0.0,0.0,0.0,0.0,449.3238246,460.6654542,472.7712918,474.000592,489.2110558,0.003371229,0.005294198,0.00621143,0.08192329,0.065147602,0.09497373
5014,7,0.0,10,1958.0,2007.0,251614000.0,0.806214168,0.769230769,0.076923077,0.0,0.153846154,0.0,0.0,0.0,263.2289426,286.7432557,311.8803834,344.0243517,384.7559329,0.008484341,0.010538553,0.014757861,0.329786188,0.370354875,0.429722401
5015,8,0.0,14,1961.0,1984.0,896284058.0,0.670040855,0.0,0.846153846,0.0,0.0,0.076923077,0.0,0.0,188.0249903,195.67851,202.0696039,209.0503246,212.8983768,0.000444855,0.000484692,0.000464773,0.038908181,0.086826327,0.065592819
5017,0,0.0,0,,,0.0,0.0,,,,,,,,173.3744174,167.6856033,179.4021079,182.8436168,178.1559856,0.003677479,0.004903305,0.006193648,0.235874772,0.263665543,0.226471395
5018,16,0.0,24,1930.0,1990.0,1873860103.0,3.140610091,0.137931034,0.586206897,0.034482759,0.034482759,0.034482759,0.068965517,0.034482759,261.145956,268.6240172,277.4940955,287.2843141,302.4837517,0.004019472,0.006503693,0.014040864,0.120232048,0.125292041,0.160053523
5021,6,0.0,7,1896.0,1993.0,268270000.0,1.132292254,0.714285714,0.0,0.0,0.0,0.0,0.0,0.0,1194.07451,1449.951277,1709.877192,2029.531258,2404.928375,0.028293679,0.046400099,0.073322303,0.45692241,0.32890922,0.288127745
